Sample,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26
Compound8732,6.792579954,6.708596883,6.751665664,6.816589691,6.579320524,6.84165734,6.763336013,6.55389755,6.698883145,6.506011762,6.635557963,6.819712487,6.803244753,6.92100498,6.598814961,6.642108421,6.73806256,6.541940691,6.706167866,6.741757264,6.670109173,6.739548894,6.723719402,6.740369293,6.640578037,6.724402154
Compound1745,7.765689411,7.846290833,8.045470082,7.709111284,7.798863674,7.792331354,7.748180791,7.39123537,7.630734174,7.847188812,7.817080009,7.680544014,7.240394184,7.503267627,7.827322561,7.813221354,7.724676118,7.682393437,7.799302733,7.869219279,7.898295166,7.881594585,7.877935369,7.670641537,7.812886414,7.669670553
Compound459,7.471740129,7.589323612,7.221713329,7.448727662,7.566705252,7.348363979,7.191431318,7.117979732,7.622954001,7.287101325,7.946624397,7.70107065,8.088922203,7.522869487,7.38897137,8.079591939,7.499523227,7.765757028,7.696123162,7.496127732,7.463240312,7.590450876,7.353761873,7.389817526,7.553798915,8.291832997
Compound2327,7.727716233,7.843359059,7.692804499,7.749617083,7.531400598,7.698411308,7.494363956,7.726839154,7.76167197,7.429358647,7.901440274,7.773074306,7.748607244,7.471185244,7.850433986,7.786143727,7.842905291,7.689657566,7.874638665,7.623361253,7.67636622,7.528889908,7.469360213,7.739362993,7.693305548,7.509883044
Compound6221,6.870860341,6.733036095,7.120112255,6.896801982,7.056681277,7.157577457,7.031430993,6.886411328,7.005393403,7.039231343,7.026524303,6.93194051,6.536191638,7.083163309,6.867982923,7.075698569,6.843228736,7.013265964,7.043376968,7.03611981,7.004239938,7.027946522,7.000397981,7.20802884,7.06662424,7.103013638
Compound8385,6.689677107,6.749335252,6.673579554,6.894873796,6.852475299,6.833828068,6.540892426,6.708947265,6.619995765,6.776871125,6.427947408,6.774370109,6.693593316,6.653629293,6.675338055,6.714801325,6.762140691,6.662546244,6.70329782,6.681301157,6.799264979,6.761530505,6.672073095,6.618319414,6.744052025,6.736906398
Compound2839,7.603975572,7.405918155,7.376209365,7.599788489,7.601614672,7.258768336,7.632811707,7.313531296,7.282007095,7.522766117,7.614877619,7.380176935,7.210580517,7.579538367,7.33771468,6.974607639,7.392547001,7.350969397,7.5467896,7.165296906,7.534420292,7.435860144,7.512335388,7.533114196,7.412702388,6.891297213
Compound3218,7.308200222,7.439538445,7.337848713,7.495389206,7.400194994,6.783928657,7.371300093,7.195947335,7.365190741,7.260376299,7.451009898,7.298175632,7.255629156,7.277044888,6.776360176,7.465559998,7.37013203,7.297595232,7.454074327,7.307228585,7.58009722,6.916068332,7.193219845,7.020955316,7.447834248,7.26571842
Compound7945,6.774590552,6.689067685,6.905129597,6.420396246,6.851948632,6.746109505,6.775366556,6.908277879,6.600545647,6.865969862,6.329389171,6.777049441,6.730682249,6.743689232,6.898089745,6.757461668,6.802368736,6.840948753,6.94036429,6.823129026,6.83569022,6.786223306,6.803958011,6.819873377,6.932040095,6.903520984
Compound2221,7.041063494,6.872685301,7.123487337,7.115771247,7.332457702,7.091181785,7.638632835,7.173704652,7.037660264,7.247414454,7.18086076,7.200665238,7.227203071,7.276745032,6.905825055,6.91938696,6.769480552,6.985136804,7.03669724,7.120074832,7.050953561,7.156847073,7.337301178,6.872582321,7.17044614,7.259764099
Compound6024,7.102649504,7.160101363,7.098431437,7.184705846,7.113390855,6.559290596,7.125418316,7.08516571,7.010554064,7.008208905,6.995312657,6.957386759,7.045665875,6.979153053,7.008062748,7.131349898,7.147532555,7.141669094,6.961280435,7.03131084,7.151025278,7.023991903,7.093869539,7.068588515,7.180542439,6.901752575
Compound8759,6.55882663,6.656398359,6.490581532,6.331996944,6.430153137,6.637973639,6.389262542,6.399847317,6.366424239,6.258145635,6.323590984,6.231214176,6.616888627,6.556537845,6.582827637,6.532634099,6.508392384,6.442452422,6.522124516,6.501770342,6.552665593,6.485891133,6.695276779,6.3701163,6.445894976,6.489063413
Compound9795,6.152270855,6.244528209,6.475992812,5.721613628,6.218087401,6.182192913,6.367171727,5.908187839,6.314879212,6.469389003,6.259892221,6.350474146,6.180625067,6.249966517,6.355621224,6.310907811,6.423849831,6.306224409,6.258625041,6.320188995,6.423826277,6.368194774,6.316393267,6.448685162,6.455682938,6.335286601
Compound5467,7.233429459,7.295263035,7.144963233,7.095888554,7.007082857,7.294667118,6.902169318,7.210075537,7.092263225,7.294223511,6.975329503,7.093086477,6.785934763,6.976035653,7.329700692,7.08116744,7.229712446,7.085854494,6.996442505,7.175924544,6.924311285,7.041020713,6.554468577,7.242736642,7.031121225,7.098149482
Compound6157,7.252570833,7.258634132,7.11001789,7.139982818,6.736204508,7.139512728,7.012668104,7.046950083,6.963684561,6.988276075,7.047771356,6.416750212,6.930370739,7.074254204,7.080043153,6.99625876,7.120774887,6.964343395,6.945084306,6.981364028,6.903739018,7.071006267,7.106531191,7.060303262,6.924757092,7.021542526
Compound6524,5.605080747,5.379180998,5.51288372,5.693978249,5.581549873,5.726673373,5.48444034,5.601015795,5.658101893,5.540109875,5.585286551,5.497073083,5.575645227,5.707398278,5.642179871,5.50194354,5.554886203,5.526956733,5.583585547,5.531654238,5.618475479,5.737165253,5.572583108,5.522390827,5.504836273,5.429072547
Compound8380,6.779415425,6.780093595,6.789393369,6.515352216,6.6766945,6.628854375,6.864513848,6.768439256,6.789508086,6.713775015,6.34838327,6.726455253,6.610422172,6.783943169,6.443317601,6.742094824,6.736188226,6.72873343,6.614867714,6.486535166,6.745139368,6.753689067,6.743753417,6.639616137,6.822073257,6.836962553
Compound9382,6.405753509,6.720894429,6.365178154,6.599267038,6.680171143,6.587019622,6.653387184,6.284158437,6.716785808,6.728769101,6.484168209,6.66115941,6.687361377,6.577021933,6.52911086,6.512584278,6.694853733,6.60825063,6.332582959,6.568311954,6.753906215,6.364148663,6.530673704,6.519560009,6.662474172,6.392976211
Compound1278,8.048298761,7.959490355,7.844387866,8.102745103,7.668206433,7.744243044,8.330924942,8.060223743,7.894702163,8.085491285,7.96039457,7.729150811,7.632523563,8.088829517,8.062819088,7.437533737,8.139011333,8.116914923,7.871692101,8.181348722,8.047882507,7.70856943,7.849574429,7.16453465,8.148749741,8.160937826
Compound2480,7.78207853,7.247260299,7.876236709,7.693015879,7.519220269,7.797278004,7.451928572,7.426439251,7.427282709,7.676648896,7.788754396,7.486751708,7.590484895,7.451318961,7.609308364,7.721669632,7.319970996,7.011448548,7.589341428,7.755096935,7.905885282,7.703990445,7.575490882,7.625467979,7.678560253,7.598391298
Compound2552,5.440118064,5.365541408,5.59765164,5.572224216,5.673106862,5.813481278,5.596334081,5.575243909,5.799503069,5.596011611,5.565622378,5.512949319,5.372283906,5.818178279,5.563816918,5.411991753,5.541329103,5.581761592,5.492917201,5.430090428,5.599100051,5.555863465,5.535993383,5.478010321,5.528594333,5.432898728
Compound2913,7.338443402,7.1910943,7.1862725,7.376575907,7.208082064,7.27571744,7.097555929,7.169042827,7.076820379,6.887283384,6.995033192,7.380310984,7.124766446,7.419272051,7.392360416,7.345494688,7.352443919,7.131110144,7.386275064,7.325197715,7.230367986,7.053845423,7.112622143,7.215367714,7.275665462,7.05991695
Compound5029,7.1890949,7.308642892,7.333747784,7.230428401,7.067999316,7.142948543,7.240492102,7.263325404,6.988586942,7.042677808,6.826325273,7.135784165,7.272683977,7.353738891,7.029140071,7.258481759,7.351334334,6.890499841,6.928549965,7.253596858,7.042721606,7.138495294,7.392012654,7.227126631,7.29405994,6.833162344
Compound6334,6.724769157,6.621243911,6.762530935,6.540478779,6.749866344,6.715640988,6.763374866,6.521839354,6.754271162,6.639497257,6.70325535,6.779759337,6.757923787,6.810455277,6.67510633,6.665491763,6.753648255,6.648236575,6.756296729,6.786531395,6.306208154,6.723532143,6.48465397,6.708047855,6.606542795,6.410775807
Compound8662,6.701254083,6.715829128,6.674053403,6.754137793,6.667798595,6.551066559,6.628174659,6.637602356,6.647640812,6.662176828,6.535110369,6.71550298,6.505024597,6.776177119,6.75683806,6.751017041,6.701354321,6.805044116,6.613529991,6.650703775,6.768167434,6.628679914,6.798423582,6.651195063,6.707360615,6.73239588
Compound3557,6.744011987,7.340680849,6.993692385,7.033498283,7.031241196,7.083488632,6.950984445,6.806799707,6.926890145,6.908239843,6.977861169,7.046799622,6.986883833,6.983964686,7.035164541,6.982922403,6.943860298,6.672129827,7.044663594,7.035921238,6.925710436,7.111178529,6.78101414,6.661478609,7.003149291,6.572457622
Compound7315,6.749297786,6.72611088,6.871486555,6.891310855,6.639653196,6.843731568,6.827359233,6.896727635,6.718999695,6.770857754,6.790620916,6.744976142,6.822833591,6.648559207,6.816991225,6.655894407,6.753842639,6.690852501,6.70244213,6.710024999,6.793540711,6.671989206,6.75225961,6.830854318,6.628232062,6.820509996
Compound1531,7.400320512,7.638932557,7.695500467,7.702555207,7.798625944,7.751042125,7.752168634,7.745790596,7.539441443,7.646294171,7.630361913,7.374005519,7.747128565,7.867048281,7.544165759,7.653502871,7.431607872,7.65936147,7.549374965,7.038458824,7.810077522,7.829121083,7.649714811,7.663570384,7.691703296,7.550718836
Compound2847,7.390172393,7.477766136,7.38020325,7.664699162,7.378953823,7.5210285,7.769119789,7.514389076,7.407484994,7.381477693,7.556290685,7.504583235,7.408490967,7.669530865,7.619205137,7.489259104,7.412719218,7.834107716,7.351950877,7.694238096,7.44894995,7.687739245,7.610905589,7.504942695,7.519706303,7.233504793
Compound7147,6.67391706,6.663635927,6.645697969,6.558154077,6.722146977,6.49506938,6.709787447,6.56825846,6.606250149,6.534913015,6.571588935,6.722311928,6.741479354,6.546951149,6.586691484,6.697181595,6.762851748,6.616958967,6.441927999,6.686706717,6.593831824,6.748270385,6.586738021,6.752264748,6.789033272,6.655300509
Compound8431,6.707658503,6.85592225,6.68349368,6.848911521,6.582672735,6.640466265,6.733164545,6.651009361,6.874017905,6.804782501,6.696139341,6.794562757,6.761408754,6.668137944,6.810183003,6.582158775,6.60640725,6.661588971,6.762554969,6.731695886,6.684428358,6.649248282,6.678014708,6.737173603,6.627605067,6.637073284
Compound8895,5.52258461,5.570067142,5.599022595,5.632948342,5.566169037,5.623770928,5.549438254,5.657992091,5.682909881,5.447237705,5.645029426,5.540437175,5.674321893,5.46924669,5.55881787,5.498912301,5.550173173,5.550602513,5.681304225,5.402982826,5.721981368,5.452590542,5.623638497,5.475321163,5.665952878,5.432704403
Compound5655,6.871070587,6.995172343,6.737887107,6.790120437,6.795664577,6.717290033,7.016815765,6.898374973,6.944554295,6.911337837,6.95292267,7.024404906,6.914149045,6.841201469,6.742210316,6.869219729,6.924547445,7.103189479,6.657219944,6.921577254,6.846312699,6.898455664,6.657700376,6.793997859,6.828357829,7.096187603
Compound3708,7.145091118,6.590696976,7.043451258,6.836250229,7.164397905,7.12201428,6.903756746,6.769676558,6.630786616,7.072470214,6.91938751,7.058556705,6.985969711,7.085560426,7.131454464,6.972037506,7.081741301,6.97646783,7.025000778,6.915446233,6.869008692,7.085206424,7.214195915,7.242938956,7.048637402,7.202826292
Compound4702,7.230538575,7.149355289,7.245274634,7.205119521,7.028141678,7.099169395,7.193615704,7.085793058,7.345802826,7.273935708,7.269946591,7.229174941,7.200198296,7.084094938,7.374903241,7.148584688,7.10599475,7.215039312,7.200954556,7.090977234,7.247821699,7.216343876,7.187498123,7.152891306,7.186078839,7.305242018
Compound6037,5.613404884,5.682443266,5.598949192,5.624546689,5.645597694,5.898738189,5.630376278,5.568308069,5.694840564,5.468499295,5.494321562,5.515031,5.596208639,5.735903721,5.485045963,5.546262809,5.631666668,5.509103935,5.589688981,5.510347946,5.475103393,5.753942843,5.594549496,5.541147741,5.623710875,5.014850659
Compound3358,6.950084347,7.03127129,7.191389177,6.750030261,6.891635913,6.999709815,6.873125505,7.15282236,6.879429456,7.206138294,7.111137361,7.440012256,6.992578798,7.2449179,7.124915405,7.146833235,7.438727604,7.162533471,7.134324634,6.816481191,7.465293978,7.074954419,6.95652099,7.17489834,7.229146479,7.169484275
Compound3723,6.601354724,6.714075257,6.6098243,6.737349829,6.786861733,6.632796935,6.698622403,6.616103932,6.705325266,6.643194638,6.522777621,6.616782411,6.652362409,6.777702967,7.179666004,7.288194886,6.564436337,6.637069867,6.619981285,6.608592182,6.681213132,6.654567433,6.645661663,6.652286862,6.557552169,6.766242636
Compound7680,6.824168194,6.680180638,6.893218263,6.779331969,6.711301871,6.859279799,6.795216598,6.696921792,6.491275212,6.82055232,6.79146313,6.536391553,6.896358784,6.796195474,6.862557101,6.946045975,6.929405911,6.918659579,6.571943395,6.74028841,6.713710825,6.923998711,6.665798717,6.799485914,6.737262651,6.797970864
Compound10349,5.511943701,5.362658376,5.441738683,5.530249635,5.594795624,5.734281432,5.468506847,5.463341239,5.651406534,5.174324074,5.763880491,5.714193313,5.658094828,5.627937624,5.395542157,5.47105123,5.597747099,5.492475006,5.634561491,5.391260879,5.357665207,5.617745974,5.773011096,5.545479245,5.532997793,5.48186035
Compound1499,7.786087498,7.548833936,7.596973453,7.579908387,7.528660186,7.741570637,7.307087131,7.838436963,7.926310402,7.711021562,7.91342273,7.733817473,7.566816186,7.951029117,7.80082646,7.66898594,7.690035145,7.552021738,7.586992797,7.713927126,7.790509947,7.867946315,7.89444579,7.643140139,8.039669496,7.596711632
Compound2532,6.992939628,7.339537859,7.481636059,7.192333402,7.136081107,7.058979585,6.967076547,7.547595434,7.293173686,7.34303836,6.907404938,7.604196854,7.382922135,7.491207178,6.945620936,6.906495985,7.599673386,7.272560873,6.767955965,7.417142831,7.240848512,7.205936921,7.429510374,7.197619686,6.879070286,7.417662703
Compound3618,7.444795331,7.063197217,7.611824146,7.628267822,7.639612789,7.227250912,7.596283512,7.548651283,7.506692376,7.344030067,7.505286863,7.538261594,7.582439798,7.51495442,6.928012008,7.076560196,7.400307072,7.467267091,7.220852743,7.514405931,7.436179512,7.534374461,7.377991099,7.424893146,7.241826869,7.451127871
Compound10029,6.344774411,6.337539017,6.19928289,6.418860296,6.397911169,6.277868703,6.476770384,5.951484346,6.438503383,6.41296818,6.253443869,6.132221107,6.237439909,6.081832133,6.491670544,6.292368315,6.227974128,6.360492661,6.386808065,6.423140814,6.392622249,6.377638365,6.310804302,6.285242161,6.159606167,6.30881478
Compound6915,6.696331491,6.898917264,6.966087122,7.068909717,6.893901805,6.770964315,6.324113164,6.766006509,6.808503179,6.705112747,6.913067919,6.868439673,7.098107132,6.711672916,6.938969933,6.825570028,6.887728981,6.976343442,6.902032744,6.953256806,6.495237626,6.838621271,6.810370368,6.717533563,6.893756482,6.89688486
Compound1003,7.95526145,8.032654353,7.503887341,7.874417791,7.681356443,7.47773252,7.981348767,8.041146336,7.801909259,7.921970571,7.903113214,8.043627495,7.965859776,8.01578419,8.001883422,8.003108816,7.887561487,7.711869206,7.993365477,7.675207732,7.860179442,7.67679753,7.798212232,7.678673235,7.965704278,7.889429066
Compound7136,6.670455299,6.941682445,6.837717127,6.963683505,6.893067099,6.783986498,6.828840554,6.790719946,6.84602453,6.895575036,6.749416141,6.810069918,6.722113782,6.968110261,6.839339445,6.89456615,6.802996773,6.772596938,6.879138203,6.654143943,6.676524271,6.825002783,6.782308262,6.737322729,6.645753314,6.774645676
Compound8789,6.703365674,6.720726801,6.672854747,6.638226941,6.733678261,6.545973558,6.606984386,6.762916153,6.649885494,6.848667179,6.696019535,6.754769927,6.666772984,6.66799783,6.788387279,6.776511445,6.688336517,6.716674334,6.688993099,6.690715387,6.681878838,6.687045206,6.689352566,6.518260415,6.652406947,6.678545703
Compound794,7.89582841,7.712544209,7.529322678,7.729779053,7.547475429,7.51743722,7.475238925,7.897341978,7.694853081,7.52539641,7.721891437,7.836738758,7.997171303,7.851259194,7.543827895,7.964084274,7.310583852,7.71370689,7.866585931,7.731970655,7.94286032,7.469050746,8.084364977,7.612524775,7.881705711,7.897664592
Compound9850,6.231719344,6.565317203,6.556773237,6.303210592,6.378857436,6.267710744,6.305452478,6.315052506,6.502530203,6.500980731,6.383552308,6.300997047,6.257736615,6.41179635,6.527335775,6.599185453,6.439298107,6.345540705,6.531357059,6.265679138,6.382440396,6.3736119,6.410595967,6.236705521,6.359041155,6.254690315
Compound10389,5.891483092,5.798544197,5.750375174,5.803209458,5.904429754,5.932854789,5.875843302,5.925291692,5.958417094,5.997814114,5.804293047,5.848376672,5.592343124,5.622866677,5.873654503,5.713288701,5.852633418,5.88425601,5.831164465,5.937728772,5.850147035,5.91047353,5.864818043,5.89652194,5.923968419,5.714426343
Compound6241,6.979889048,6.777010317,7.141983643,6.634977581,6.974004116,6.904373698,6.885403216,6.930573908,7.087844065,7.102268038,7.046904397,6.823449394,6.968995734,7.037753306,7.03870852,7.14066899,7.032793643,6.976689069,6.86233122,7.042641363,7.049096469,6.979090936,7.187796451,6.919451243,7.084315153,7.009201411
Compound8661,6.735125813,6.802278887,6.801594591,6.754329262,6.754771095,6.635277738,6.620506984,6.838035642,6.783093313,6.702565367,6.745953462,6.7812456,6.789598244,6.649563888,6.717963542,6.693251286,6.764547679,6.496615659,6.794128772,6.774481467,6.762103071,6.849825209,6.752790888,6.737021553,6.583436973,6.757617776
Compound9689,5.655108817,5.522911524,5.608328696,5.61653627,5.574633822,5.841953882,5.592823194,5.548731594,5.824949532,5.521907726,5.621278071,5.37578359,5.647836056,5.700529618,5.65955815,5.569376638,5.508580926,5.631941385,5.715952482,5.475396724,5.592597252,5.701685488,5.727678415,5.570035642,5.571048055,5.549397386
Compound1145,7.447768743,7.316381354,7.556640922,7.442744416,7.631016782,7.564368501,7.826590482,7.453387984,7.668108227,7.391849443,7.593110047,8.035978678,7.686125842,7.950176766,7.630231202,7.614612866,7.448047262,7.227620732,7.535782087,7.42968337,7.840334225,7.702750747,7.678314967,7.729793369,7.641322771,7.68046806
Compound3476,7.138275453,7.353304057,7.493608388,7.647131995,7.269783408,7.319042851,7.643130155,7.033932137,7.1301271,7.286257203,7.263322676,7.373910981,7.410461018,7.450776873,7.435196422,7.407329639,7.61077906,7.487383792,7.187815329,7.563687856,7.360488396,7.457164219,7.3357371,7.486999562,7.559869513,7.215211508
Compound5232,6.928376306,6.981849985,6.850489771,6.889506995,6.951260941,6.833022253,6.643766978,6.875102207,6.842621221,6.844990688,6.826605536,6.893296913,6.779483836,6.93606928,6.813550366,6.942082888,6.909045189,6.83160173,6.819368228,7.067970654,6.770817704,6.931786808,7.009672383,6.824312122,6.611996561,6.840857123
Compound8279,6.671381937,6.537116738,6.745525947,6.77760569,6.616062043,6.783134576,6.57131486,6.82047368,6.674363256,6.885257814,6.748201515,6.771308905,6.816425,6.718746,6.746681008,6.733160946,6.783309664,6.62752272,6.72083764,6.60181679,6.759286504,6.730304925,6.836277297,6.829057013,6.623146445,6.805944906
Compound9365,6.500136561,6.354306365,6.29889278,6.583221045,6.572026121,6.68895847,6.71503852,6.693721513,6.617756139,6.4721681,6.702533307,6.594062957,6.657374986,6.411959435,6.55331934,6.534480619,6.689789002,6.74289512,6.585689759,6.515504193,6.602429011,6.633863428,6.610364512,6.390380708,6.456037823,6.649641396
Compound3227,6.881679944,6.894379839,6.906286735,6.785685025,6.672680241,6.838209275,6.789478748,6.789551497,6.812292268,6.493718848,6.929456535,6.786757155,6.932160604,6.763773352,6.918835384,6.854455987,6.786080737,6.695173162,6.90598903,6.953210957,6.886513786,6.718310352,6.959397651,6.922577505,6.826340586,6.967065603
Compound5312,5.415674209,5.525402324,5.700451762,5.555912711,5.416151977,5.610741189,5.655802393,5.587980512,5.591240022,5.539488363,5.707899376,5.448604256,5.652721797,5.841649924,5.636221844,4.987087122,5.567771933,5.525791664,5.682755235,5.534972367,5.403713067,5.614515213,5.582425471,5.380687707,5.614215993,5.32752747
